	iri	iri_label	pathogen	pathogen_label	host	host_label	plantstructure	plantstructure_label
8718	OOPS:xxxxxxx	Peach mosaic virus	NCBITaxon:183585	Peach mosaic virus	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8719	OOPS:xxxxxxx	Peach mosaic virus	NCBITaxon:183585	Peach mosaic virus	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8724	OOPS:xxxxxxx	genus Ilarvirus, Prunus necrotic ringspot virus (PNRSV)	NCBITaxon:37733	Prunus necrotic ringspot virus	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8725	OOPS:xxxxxxx	genus Ilarvirus, Prunus necrotic ringspot virus (PNRSV)	NCBITaxon:37733	Prunus necrotic ringspot virus	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8728	OOPS:xxxxxxx	genus Potyvirus, Plum pox virus (PPV)	NCBITaxon:12211	Plum pox virus	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8729	OOPS:xxxxxxx	genus Potyvirus, Plum pox virus (PPV)	NCBITaxon:12211	Plum pox virus	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8732	OOPS:xxxxxxx	genus Nepovirus, Tomato black ring virus	NCBITaxon:12275	Tomato black ring virus	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0025029	shoot axis
8733	OOPS:xxxxxxx	genus Nepovirus, Tomato black ring virus	NCBITaxon:12275	Tomato black ring virus	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0025029	shoot axis
8740	OOPS:xxxxxxx	genus Ilarvirus, Prune dwarf virus (PDV) + genus Ilarvirus, Prunus necrotic ringspot virus (PNRSV)	NCBITaxon:33760	Prune dwarf virus	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8742	OOPS:xxxxxxx	genus Ilarvirus, Prune dwarf virus (PDV) + genus Ilarvirus, Prunus necrotic ringspot virus (PNRSV)	NCBITaxon:37733	Prunus necrotic ringspot virus	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8743	OOPS:xxxxxxx	genus Ilarvirus, Prune dwarf virus (PDV) + genus Ilarvirus, Prunus necrotic ringspot virus (PNRSV)	NCBITaxon:33760	Prune dwarf virus	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8745	OOPS:xxxxxxx	genus Ilarvirus, Prune dwarf virus (PDV) + genus Ilarvirus, Prunus necrotic ringspot virus (PNRSV)	NCBITaxon:37733	Prunus necrotic ringspot virus	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8762	OOPS:xxxxxxx	Complex of ring nematode, bacterial canker, Cytospora canker, and/or cold injury	NCBITaxon:351609	Cytospora canker	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8766	OOPS:xxxxxxx	Complex of ring nematode, bacterial canker, Cytospora canker, and/or cold injury	NCBITaxon:351609	Cytospora canker	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8768	OOPS:xxxxxxx	Pseudomonas solanacearum (Smith) Smith	NCBITaxon:1496883	Pseudomonas solanacearum (Smith) Smith	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8769	OOPS:xxxxxxx	Alternaria alternata (Fr.:Fr.) Keissl.	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8771	OOPS:xxxxxxx	Colletotrichum arachidis Sawada (not validly published)	NCBITaxon:1473215	Colletotrichum arachidis Sawada (not validly published)	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8772	OOPS:xxxxxxx	C. dematium (Pers.) Grove	NCBITaxon:34405	Colletotrichum dematium (Pers.) Grove	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8773	OOPS:xxxxxxx	C. mangenoti Chevaugeon	NCBITaxon:1473215	Colletotrichum mangenoti Chevaugeon	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8774	OOPS:xxxxxxx	Aspergillus niger Tiegh.	NCBITaxon:1451139	Aspergillus niger Tiegh.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8775	OOPS:xxxxxxx	Thielaviopsis basicola (Berk. & Broome) Ferraris	NCBITaxon:124036	Thielaviopsis basicola (Berk. & Broome) Ferraris	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8776	OOPS:xxxxxxx	(synanamorph: Chalara elegans Nag Raj & Kendrick)	NCBITaxon:301394	Chalara elegans Nag Raj & Kendrick	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8777	OOPS:xxxxxxx	Botrytis cinerea Pers.:Fr.	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8780	OOPS:xxxxxxx	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8781	OOPS:xxxxxxx	#NAME?	NCBITaxon:66735	Diplodia gossypina Cooke	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8782	OOPS:xxxxxxx	Cylindrocladium crotalariae (C.A. Loos) D.K. Bell &     Sobers	NCBITaxon:1664737	Cylindrocladium crotalariae (C.A. Loos) D.K. Bell & Sobers	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8783	OOPS:xxxxxxx	(teleomorph: Calonectria crotalariae (C.A. Loos) D.K. Bell     & Sobers)	NCBITaxon:57138	Calonectria crotalariae (C.A. Loos) D.K. Bell & Sobers	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8784	OOPS:xxxxxxx	Aspergillus flavus Link:Fr.	NCBITaxon:1431293	Aspergillus flavus Link	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8787	OOPS:xxxxxxx	Fusarium spp.	NCBITaxon:510258	Fusarium spp.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8788	OOPS:xxxxxxx	Pythium spp.	NCBITaxon:944628	Pythium spp.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8789	OOPS:xxxxxxx	Rhizoctonia spp.	NCBITaxon:992430	Rhizoctonia spp.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8790	OOPS:xxxxxxx	Rhizopus spp.	NCBITaxon:1542858	Rhizopus spp.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8791	OOPS:xxxxxxx	Fusarium oxysporum Schlechtend.:Fr.	NCBITaxon:909455	Fusarium oxysporum Schlechtend.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8793	OOPS:xxxxxxx	Stemphylium botryosum Wallr.	NCBITaxon:644614	Stemphylium botryosum Wallr.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8794	OOPS:xxxxxxx	(teleomorph: Pleospora tarda E. Simmons)	NCBITaxon:120510	Pleospora tarda E. Simmons	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8795	OOPS:xxxxxxx	Leptosphaerulina crassiasca (Sechet) C.R. Jackson &     D.K. Bell	NCBITaxon:55174	Leptosphaerulina crassiasca (Sechet) C.R. Jackson & D.K. Bell	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8796	OOPS:xxxxxxx	Phomopsis phaseoli (Desmaz.) Sacc.	NCBITaxon:36923	Phomopsis phaseoli (Desmaz.) Sacc.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8797	OOPS:xxxxxxx	#NAME?	NCBITaxon:1494841	Phomopsis sojae Lehman	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8798	OOPS:xxxxxxx	(teleomorph: Diaporthe phaseolorum (Cooke & Ellis) Sacc.)	NCBITaxon:36923	Diaporthe phaseolorum (Cooke & Ellis) Sacc.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8799	OOPS:xxxxxxx	Fusarium equiseti (Corda) Sacc.	NCBITaxon:510258	Fusarium equiseti (Corda) Sacc.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0030105	follicle fruit
8803	OOPS:xxxxxxx	(teleomorph: Nectria haematococca Berk. & Broome)	NCBITaxon:140110	Nectria haematococca Berk. & Broome	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0030105	follicle fruit
8804	OOPS:xxxxxxx	Pythium myriotylum Drechs.	NCBITaxon:944628	Pythium myriotylum Drechs.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0030105	follicle fruit
8805	OOPS:xxxxxxx	Rhizoctonia solani KÌ_hn	NCBITaxon:1498287	Rhizoctonia solani KÌ_hn	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0030105	follicle fruit
8806	OOPS:xxxxxxx	(teleomorph: Thanatephorus cucumeris (A. Frank) Donk)	NCBITaxon:1379297	Thanatephorus cucumeris (A. Frank) Donk	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0030105	follicle fruit
8807	OOPS:xxxxxxx	Oidium arachidis Chorin	NCBITaxon:1221544	Oidium arachidis Chorin	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8808	OOPS:xxxxxxx	Pythium myriotylum Drechs.	NCBITaxon:944628	Pythium myriotylum Drechs.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8809	OOPS:xxxxxxx	Puccinia arachidis Speg.	NCBITaxon:1036188	Puccinia arachidis Speg.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8810	OOPS:xxxxxxx	Sphaceloma arachidis Bitancourt & Jenk.	NCBITaxon:49222	Sphaceloma arachidis Bitancourt & Jenk.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8811	OOPS:xxxxxxx	Sclerotinia minor Jagger	NCBITaxon:665078	Sclerotinia minor Jagger	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8812	OOPS:xxxxxxx	S. sclerotiorum (Lib.) de Bary	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8813	OOPS:xxxxxxx	Verticillium albo-atrum Reinke & Berthier	NCBITaxon:27335	Verticillium albo-atrum Reinke & Berthier	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0025022	collective leaf structure
8814	OOPS:xxxxxxx	V. dahliae Kleb.	NCBITaxon:1202531	Verticillium dahliae Kleb.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0025022	collective leaf structure
8815	OOPS:xxxxxxx	Phoma arachidicola Marasas et al.	NCBITaxon:1543971	Phoma arachidicola Marasas et al.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8816	OOPS:xxxxxxx	#NAME?	NCBITaxon:5453	Ascochyta adzamethica Schoschiaschvili	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8819	OOPS:xxxxxxx	= Mycosphaerella arachidicola Chochrjakov)	NCBITaxon:259221	Mycosphaerella arachidicola Chochrjakov)	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8820	OOPS:xxxxxxx	Aspergillus flavus Link:Fr.	NCBITaxon:1431293	Aspergillus flavus Link	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8823	OOPS:xxxxxxx	Xiphinema spp.	NCBITaxon:243757	Xiphinema spp.	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8824	OOPS:xxxxxxx	Tylenchorhynchus brevilineatus Williams	NCBITaxon:1550050	Tylenchorhynchus brevilineatus Williams	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0030105	follicle fruit
8825	OOPS:xxxxxxx	#NAME?	NCBITaxon:288494	Tylenchorhynchus brevicadatus Hopper	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0030105	follicle fruit
8828	OOPS:xxxxxxx	Scutellonema cavenessi Sher	NCBITaxon:634054	Scutellonema cavenessi Sher	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8829	OOPS:xxxxxxx	Belonolaimus glacilis Steiner	NCBITaxon:57561	Belonolaimus glacilis Steiner	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8830	OOPS:xxxxxxx	B. longicaudatus Rau	NCBITaxon:57562	Belonolaimus longicaudatus Rau	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8839	OOPS:xxxxxxx	Peanut mottle virus	NCBITaxon:33763	Peanut mottle virus	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8840	OOPS:xxxxxxx	Peanut stripe virus	NCBITaxon:28353	Peanut stripe virus	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8841	OOPS:xxxxxxx	Peanut stunt virus	NCBITaxon:12313	Peanut stunt virus	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8843	OOPS:xxxxxxx	Tomato spotted wilt virus	NCBITaxon:11613	Tomato spotted wilt virus	NCBITaxon:3818	Arachis hypogaea L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8845	OOPS:xxxxxxx	Agrobacterium tumefaciens (Smith & Townsend) Conn	NCBITaxon:1454226	Agrobacterium tumefaciens (Smith & Townsend) Conn	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8846	OOPS:xxxxxxx	Erwinia amylovora (Burrill) Winslow et al.	NCBITaxon:1255307	Erwinia amylovora (Burrill) Winslow et al.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8847	OOPS:xxxxxxx	Pseudomonas syringae pv. syringae van Hall	NCBITaxon:205918	Pseudomonas syringae pv. syringae van Hall	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8848	OOPS:xxxxxxx	Pezicula malicorticus (H. Jacks) Nannf.	NCBITaxon:101853	Pezicula malicorticus (H. Jacks) Nannf.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0025042	subterranean tuber axillary vegetative bud
8849	OOPS:xxxxxxx	(anamorph: Cryptosporiopsis curvispora (Peck) Gremmen in     Boerema & Gremmen)	NCBITaxon:944494	Cryptosporiopsis curvispora (Peck) Gremmen in Boerema & Gremmen	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0025042	subterranean tuber axillary vegetative bud
8852	OOPS:xxxxxxx	(anamorph: Colletotrichum gloeosporioides (Penz.) Penz. &     Sacc. in Penz.	NCBITaxon:1215364	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc. in Penz.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8853	OOPS:xxxxxxx	Alternaria alternata (Fr.:Fr.) Keissl.	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0020136	ear inflorescence
8855	OOPS:xxxxxxx	Helminthosporium papulosum Berg.	NCBITaxon:58127	Helminthosporium papulosum Berg.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8857	OOPS:xxxxxxx	Penicillium spp.	NCBITaxon:1096705	Penicillium spp.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8858	OOPS:xxxxxxx	P. expansum Link	NCBITaxon:1407458	Penicillium expansum Link	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8859	OOPS:xxxxxxx	Botrytis cinerea Pers.:Fr.	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8862	OOPS:xxxxxxx	Monilinia fructicola (Wint.) Honey	NCBITaxon:38448	Monilinia fructicola (Wint.) Honey	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8863	OOPS:xxxxxxx	M. laxa (Aderh. & Ruhl.) Honey	NCBITaxon:61186	Monilinia laxa (Aderh. & Ruhl.) Honey	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8864	OOPS:xxxxxxx	Coprinus psychromorbidus Redhead & Traquair	NCBITaxon:1405617	Coprinus psychromorbidus Redhead & Traquair	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8867	OOPS:xxxxxxx	(anamorph: Diplodia mutila (Fr.:Fr.) Mont.)	NCBITaxon:66735	Diplodia mutila (Fr.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8870	OOPS:xxxxxxx	(anamorph: Cylindrocarpon heteronemum (Berk. &     Broome) Wollenweb.)	NCBITaxon:1255150	Cylindrocarpon heteronemum (Berk. & Broome) Wollenweb.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8871	OOPS:xxxxxxx	Schizothyrium pomi (Mont.:Fr.) Arx	NCBITaxon:286617	Schizothyrium pomi (Mont.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8875	OOPS:xxxxxxx	(anamorph: Fusarium lateritium Nees:Fr.)	NCBITaxon:510258	Fusarium lateritium Nees	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8877	OOPS:xxxxxxx	Botrytis cinerea Pers.:Fr.	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8879	OOPS:xxxxxxx	Nectria cinnabarina (Tode) Fr.	NCBITaxon:29855	Nectria cinnabarina (Tode) Fr.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0025073	branch
8880	OOPS:xxxxxxx	(anamorph: Tubercularia vulgaris Tode)	NCBITaxon:29876	Tubercularia vulgaris Tode	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0025073	branch
8882	OOPS:xxxxxxx	(anamorph: Fusicladium pyrorum (Lib.) Fuckel)	NCBITaxon:50375	Fusicladium pyrorum (Lib.) Fuckel	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0020136	ear inflorescence
8884	OOPS:xxxxxxx	(anamorph: Cryptosporiopsis perennans (Zeller & Childs)     Wollenweb.)	NCBITaxon:944494	Cryptosporiopsis perennans (Zeller & Childs) Wollenweb.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8885	OOPS:xxxxxxx	Trichothecium roseum (Pers.:Fr.) Link	NCBITaxon:47278	Trichothecium roseum (Pers.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8888	OOPS:xxxxxxx	Podosphaera leucotricha (Ellis & Everh.) E.S. Salmon	NCBITaxon:79249	Podosphaera leucotricha (Ellis & Everh.) E.S. Salmon	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8889	OOPS:xxxxxxx	Pythium spp.	NCBITaxon:944628	Pythium spp.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8890	OOPS:xxxxxxx	Rhizopus stolonifer (Ehrenb.:Fr.)Vuill.	NCBITaxon:1274793	Rhizopus stolonifer (Ehrenb.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8892	OOPS:xxxxxxx	Gymnosporangium kernianum Bethel	NCBITaxon:5265	Gymnosporangium kernianum Bethel	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0020136	ear inflorescence
8893	OOPS:xxxxxxx	Gymnosporangium libocedri (C. Henn.) F. Kern	NCBITaxon:5265	Gymnosporangium libocedri (C. Henn.) F. Kern	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0020136	ear inflorescence
8894	OOPS:xxxxxxx	Gymnosporangium fuscum R. Hedw. in DC.	NCBITaxon:5265	Gymnosporangium fuscum R. Hedw. in DC.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0020136	ear inflorescence
8895	OOPS:xxxxxxx	Gymnosporangium nelsonii Arth.	NCBITaxon:5265	Gymnosporangium nelsonii Arth.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0020136	ear inflorescence
8896	OOPS:xxxxxxx	Phialophora malorum (M.N. Kidd & A. Beaumont) McColloch	NCBITaxon:441973	Phialophora malorum (M.N. Kidd & A. Beaumont) McColloch	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8898	OOPS:xxxxxxx	Valsa ceratosperma (Tode:Fr.) Maire	NCBITaxon:117550	Valsa ceratosperma (Tode	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8900	OOPS:xxxxxxx	(anamorph: Cytospora sacculus (Schwein.) Gvritischvili)	NCBITaxon:351609	Cytospora sacculus (Schwein.) Gvritischvili	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8901	OOPS:xxxxxxx	Trametes versicolor (L.:Fr.) Pilat and various basidiomycetes	NCBITaxon:1142162	Trametes versicolor (L.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8903	OOPS:xxxxxxx	Unknown	NCBITaxon:7540	Unknown	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8907	OOPS:xxxxxxx	Boron deficiency	NCBITaxon:274471	Boron deficiency	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8911	OOPS:xxxxxxx	Unknown	NCBITaxon:7540	Unknown	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8915	OOPS:xxxxxxx	Xiphinema americanum Cobb.	NCBITaxon:243757	Xiphinema americanum Cobb.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8916	OOPS:xxxxxxx	X. riveri Dalmasso	NCBITaxon:243757	Xiphinema riveri Dalmasso	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8917	OOPS:xxxxxxx	X. vuittenezi Luc et al.	NCBITaxon:243757	Xiphinema vuittenezi Luc et al.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8918	OOPS:xxxxxxx	Pratylenchus spp.	NCBITaxon:45927	Pratylenchus spp.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8919	OOPS:xxxxxxx	P. penetrans (Cobb) Filipjev & Schuurmans-Stekhoven	NCBITaxon:45929	Pratylenchus penetrans (Cobb) Filipjev & Schuurmans-Stekhoven	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8920	OOPS:xxxxxxx	Paratylenchus spp.	NCBITaxon:293601	Paratylenchus spp.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8991	OOPS:xxxxxxx	Xanthomonas campestris pv. vesicatoria (Doidge) Dye and X. vesicatoria	NCBITaxon:314565	Xanthomonas campestris pv. vesicatoria (Doidge) Dye and X. vesicatoria	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8992	OOPS:xxxxxxx	Ralstonia solanacearum (E. F. Smith) Yabuuchi et al.	NCBITaxon:1457195	Ralstonia solanacearum (E. F. Smith) Yabuuchi et al.	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8993	OOPS:xxxxxxx	Clavibacter michiganensis subsp. michiganensis	NCBITaxon:28447	Clavibacter michiganensis subsp. michiganensis	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
8994	OOPS:xxxxxxx	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc.	NCBITaxon:1215364	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc.	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
9000	OOPS:xxxxxxx	Macrophomina phaseolina (Tassi) Goidanich	NCBITaxon:1126212	Macrophomina phaseolina (Tassi) Goidanich	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
9001	OOPS:xxxxxxx	Choanephora cucurbitarum (Berk. & Ravenel) Thaxt.	NCBITaxon:101091	Choanephora cucurbitarum (Berk. & Ravenel) Thaxt.	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
9002	OOPS:xxxxxxx	Peronospora tabacina D. B. Adam	NCBITaxon:230439	Peronospora tabacina D. B. Adam	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
9003	OOPS:xxxxxxx	Fusarium oxysporum Schlechtend.: Fr. f. sp. capsici	NCBITaxon:909455	Fusarium oxysporum Schlechtend.	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
